species,longitude,latitude,Combined,Point_X,Point_Y,Month,Same?,
Ixodes pacificus,-122.592294,38.910458,-122.592294+38.910458,-224542.6366,102456.5163,Apr,1,
Ixodes pacificus,-122.592294,38.910458,-122.592294+38.910458,-224542.6366,102456.5163,Apr,1,
Ixodes pacificus,-122.59595,39.1898,-122.59595+39.1898,-224009.2541,133500.3791,Apr,0,
Ixodes pacificus,-122.622641,37.964082,-122.622641+37.964082,-230080.3184,-2630.244976,Apr,0,
Ixodes pacificus,-122.62444,40.65514,-122.62444+40.65514,-221961.5762,296289.69,Apr,0,
Ixodes pacificus,-122.6327,39.1222,-122.6327+39.1222,-227388.2819,126077.7742,Apr,0,
Ixodes pacificus,-122.632747,39.122229,-122.632747+39.122229,-227392.2508,126081.1087,Apr,0,
Ixodes pacificus,-122.63603,38.75543,-122.63603+38.75543,-228809.1059,85336.12458,Apr,0,
Ixodes pacificus,-122.637902,40.66361,-122.637902+40.66361,-223073.6732,297261.3357,Apr,0,
Ixodes pacificus,-122.6384,37.9409,-122.6384+37.9409,-231534.1897,-5167.957594,Apr,0,
Ixodes pacificus,-122.668384,40.644067,-122.668384+40.644067,-225711.7758,295164.4878,Apr,0,
Ixodes pacificus,-122.67518,40.63742,-122.67518+40.63742,-226307.3042,294442.9621,Apr,0,
Ixodes pacificus,-122.67518,40.63742,-122.67518+40.63742,-226307.3042,294442.9621,Apr,1,
Ixodes pacificus,-122.676,41.717,-122.676+41.717,-222995.7195,414197.0303,Apr,0,
Ixodes pacificus,-122.6948,39.6733,-122.6948+39.6733,-231010.0384,187445.1854,Apr,0,
Ixodes pacificus,-122.704,41.065,-122.704+41.065,-227391.1485,341957.6716,Apr,0,
Ixodes pacificus,-122.71305,37.94916,-122.71305+37.94916,-238057.1355,-4065.211937,Apr,0,
Ixodes pacificus,-122.7444,38.5959,-122.7444+38.5959,-238726.3938,67877.78578,Apr,0,
Ixodes pacificus,-122.79805,38.04055,-122.79805+38.04055,-245213.5907,6306.65725,Apr,0,
Ixodes pacificus,-122.813333,39.017778,-122.813333+39.017778,-243329.6687,114925.3011,Apr,0,
Ixodes pacificus,-122.813333,39.017778,-122.813333+39.017778,-243329.6687,114925.3011,Apr,1,
Ixodes pacificus,-122.813333,39.017778,-122.813333+39.017778,-243329.6687,114925.3011,Apr,1,
Ixodes pacificus,-122.813333,39.017778,-122.813333+39.017778,-243329.6687,114925.3011,Apr,1,
Ixodes pacificus,-122.93997,39.44165,-122.93997+39.44165,-252818.7946,162341.8243,Apr,0,
Ixodes pacificus,-122.93997,39.44165,-122.93997+39.44165,-252818.7946,162341.8243,Apr,1,
Ixodes pacificus,-122.942,40.661,-122.942+40.661,-248790.9536,297728.4324,Apr,0,
Ixodes pacificus,-122.950436,40.647999,-122.950436+40.647999,-249549.0333,296307.8114,Apr,0,
Ixodes pacificus,-122.9506,39.2527,-122.9506+39.2527,-254385.9974,141382.5781,Apr,0,
Ixodes pacificus,-123.066273,39.827687,-123.066273+39.827687,-262289.3863,205556.8739,Apr,0,
Ixodes pacificus,-123.079,41.634,-123.079+41.634,-256866.435,406015.9857,Apr,0,
Ixodes pacificus,-123.474,39.078,-123.474+39.078,-300203.734,123508.7145,Apr,0,
Ixodes pacificus,-123.793468,40.019115,-123.793468+40.019115,-323613.3154,229056.3831,Apr,0,
Ixodes pacificus,-123.8095,40.2436,-123.8095+40.2436,-323978.5996,254026.147,Apr,0,
Ixodes pacificus,-123.8095,40.2436,-123.8095+40.2436,-323978.5996,254026.147,Apr,1,
Ixodes pacificus,-123.8882,40.2133,-123.8882+40.2133,-330805.9219,250935.3047,Apr,0,
Ixodes pacificus,-123.8882,40.2133,-123.8882+40.2133,-330805.9219,250935.3047,Apr,1,
Ixodes pacificus,-123.899,40.108,-123.899+40.108,-332205.133,239286.7995,Apr,0,
Ixodes pacificus,-121.60065,37.166243,-121.60065+37.166243,-141930.6936,-93305.88863,Aug,0,
Ixodes pacificus,-121.923,37.0067,-121.923+37.0067,-170869.9953,-110505.2989,Aug,0,
Ixodes pacificus,-122.249229,37.891909,-122.249229+37.891909,-197518.2699,-11492.93069,Aug,0,
Ixodes pacificus,-122.256278,37.900687,-122.256278+37.900687,-198113.9511,-10502.67532,Aug,0,
Ixodes pacificus,-122.264872,37.908509,-122.264872+37.908509,-198847.6433,-9615.383407,Aug,0,
Ixodes pacificus,-122.5235,38.5502,-122.5235+38.5502,-219650.8658,62265.79744,Aug,0,
Ixodes pacificus,-122.64583,37.9675,-122.64583+37.9675,-232103.536,-2193.901144,Aug,0,
Ixodes pacificus,-120.237,34.488,-85.749,-21758.6725,-391996.1137,Dec,0,
Ixodes pacificus,-121.3971,36.004,-85.3931,-125786.3874,-222745.4358,Dec,0,
Ixodes pacificus,-121.4652,36.119,-85.3462,-131719.8117,-209876.5481,Dec,0,
Ixodes pacificus,-121.4854,36.236,-85.2494,-133331.9564,-196849.0131,Dec,0,
Ixodes pacificus,-119.7875,34.54722,-85.24028,19496.80947,-385429.1019,Dec,0,
Ixodes pacificus,-122.1714,37.0416,-85.1298,-192849.4821,-106150.4256,Dec,0,
Ixodes pacificus,-122.0789,37.0175,-85.0614,-184694.2723,-109012.7594,Dec,0,
Ixodes pacificus,-122.0789,37.0175,-85.0614,-184694.2723,-109012.7594,Dec,1,
Ixodes pacificus,-122.041,36.987,-85.054,-181400.6302,-112475.33,Dec,0,
Ixodes pacificus,-122.05,37.00447,-85.04553,-182158.4311,-110516.669,Dec,0,
Ixodes pacificus,-122.046,37.005,-85.041,-181801.7818,-110465.4489,Dec,0,
Ixodes pacificus,-122.046,37.005,-85.041,-181801.7818,-110465.4489,Dec,1,
Ixodes pacificus,-122.0639,37.0372,-85.0267,-183314.1758,-106852.6461,Dec,0,
Ixodes pacificus,-119.22666,34.29361,-84.93305,71179.50981,-413304.1041,Dec,0,
Ixodes pacificus,-119.22666,34.29361,-84.93305,71179.50981,-413304.1041,Dec,1,
Ixodes pacificus,-121.923,37.0067,-84.9163,-170869.9953,-110505.2989,Dec,0,
Ixodes pacificus,-121.8403,36.9249,-84.9154,-163698.9795,-119741.7356,Dec,0,
Ixodes pacificus,-122.247,37.361,-84.886,-198721.1977,-70499.74121,Dec,0,
Ixodes pacificus,-122.247,37.361,-84.886,-198721.1977,-70499.74121,Dec,1,
Ixodes pacificus,-122.247,37.361,-84.886,-198721.1977,-70499.74121,Dec,1,
Ixodes pacificus,-122.4783,37.8355,-84.6428,-217794.0118,-17260.07183,Dec,0,
Ixodes pacificus,-118.369781,33.759018,-84.610763,151060.6888,-471595.3924,Dec,0,
Ixodes pacificus,-122.497,38.009,-84.488,-218929.0858,2063.80591,Dec,0,
Ixodes pacificus,-122.497,38.009,-84.488,-218929.0858,2063.80591,Dec,1,
Ixodes pacificus,-122.48,38.001,-84.479,-217462.1734,1135.654644,Dec,0,
Ixodes pacificus,-123.0086,38.5412,-84.4674,-261893.9401,62497.73711,Dec,0,
Ixodes pacificus,-123.474,39.078,-84.396,-300203.734,123508.7145,Dec,0,
Ixodes pacificus,-122.24551,37.86935,-84.37616,-197251.1327,-14007.78345,Dec,0,
Ixodes pacificus,-122.26879,37.9127,-84.35609,-199180.418,-9141.391726,Dec,0,
Ixodes pacificus,-122.26879,37.9127,-84.35609,-199180.418,-9141.391726,Dec,1,
Ixodes pacificus,-122.26879,37.9127,-84.35609,-199180.418,-9141.391726,Dec,1,
Ixodes pacificus,-122.26879,37.9127,-84.35609,-199180.418,-9141.391726,Dec,1,
Ixodes pacificus,-122.26879,37.9127,-84.35609,-199180.418,-9141.391726,Dec,1,
Ixodes pacificus,-122.26879,37.9127,-84.35609,-199180.418,-9141.391726,Dec,1,
Ixodes pacificus,-122.2643,37.9084,-84.3559,-198797.7224,-9628.696687,Dec,0,
Ixodes pacificus,-122.25638,37.901,-84.35538,-198122.0776,-10467.67678,Dec,0,
Ixodes pacificus,-122.26071,37.90596,-84.35475,-198489.058,-9907.388519,Dec,0,
Ixodes pacificus,-122.25035,37.89632,-84.35403,-197605.0559,-11000.37553,Dec,0,
Ixodes pacificus,-122.24635,37.90053,-84.34582,-197242.7886,-10540.82383,Dec,0,
Ixodes pacificus,-122.24635,37.90053,-84.34582,-197242.7886,-10540.82383,Dec,1,
Ixodes pacificus,-122.24635,37.90053,-84.34582,-197242.7886,-10540.82383,Dec,1,
Ixodes pacificus,-117.817174,33.562948,-84.254226,202759.0068,-492299.9785,Dec,0,
Ixodes pacificus,-117.817174,33.562948,-84.254226,202759.0068,-492299.9785,Dec,1,
Ixodes pacificus,-117.817174,33.562948,-84.254226,202759.0068,-492299.9785,Dec,1,
Ixodes pacificus,-117.817174,33.562948,-84.254226,202759.0068,-492299.9785,Dec,1,
Ixodes pacificus,-117.817174,33.562948,-84.254226,202759.0068,-492299.9785,Dec,1,
Ixodes pacificus,-117.817174,33.562948,-84.254226,202759.0068,-492299.9785,Dec,1,
Ixodes pacificus,-122.653,38.448,-84.205,-231237.8693,51217.39576,Dec,0,
Ixodes pacificus,-122.653,38.448,-84.205,-231237.8693,51217.39576,Dec,1,
Ixodes pacificus,-121.7784,37.6414,-84.137,-156699.5505,-40214.52231,Dec,0,
Ixodes pacificus,-121.7730089,37.637987,-84.1350219,-156231.6733,-40602.76237,Dec,0,
Ixodes pacificus,-122.97444,38.90444,-84.07,-257654.8322,102759.7165,Dec,0,
Ixodes pacificus,-122.5236,38.5203,-84.0033,-219748.0263,58943.54087,Dec,0,
Ixodes pacificus,-122.25296,38.27978,-83.97318,-196821.3246,31620.72093,Dec,0,
Ixodes pacificus,-122.5081,38.53918,-83.96892,-218343.1256,61005.68227,Dec,0,
Ixodes pacificus,-122.521,38.553,-83.968,-219425.0355,62571.14352,Dec,0,
Ixodes pacificus,-122.521,38.553,-83.968,-219425.0355,62571.14352,Dec,1,
Ixodes pacificus,-122.521,38.553,-83.968,-219425.0355,62571.14352,Dec,1,
Ixodes pacificus,-122.5085,38.5433,-83.9652,-218365.8238,61464.41935,Dec,0,
Ixodes pacificus,-121.3816,37.4225,-83.9591,-122093.6201,-65128.5967,Dec,0,
Ixodes pacificus,-121.3812,37.4225,-83.9587,-122058.2738,-65129.11175,Dec,0,
Ixodes pacificus,-121.3812,37.4225,-83.9587,-122058.2738,-65129.11175,Dec,1,
Ixodes pacificus,-121.3812,37.4225,-83.9587,-122058.2738,-65129.11175,Dec,1,
Ixodes pacificus,-121.3712,37.4205,-83.9507,-121177.831,-65364.24297,Dec,0,
Ixodes pacificus,-121.3709,37.4204,-83.9505,-121151.4812,-65375.74155,Dec,0,
Ixodes pacificus,-121.3709,37.4204,-83.9505,-121151.4812,-65375.74155,Dec,1,
Ixodes pacificus,-121.3709,37.4204,-83.9505,-121151.4812,-65375.74155,Dec,1,
Ixodes pacificus,-122.81353,39.01781,-83.79572,-243346.5971,114929.3618,Dec,0,
Ixodes pacificus,-122.741,38.9612,-83.7798,-237256.9862,108456.2905,Dec,0,
Ixodes pacificus,-117.2744,33.5305,-83.7439,253266.9721,-494590.7283,Dec,0,
Ixodes pacificus,-117.2744,33.5305,-83.7439,253266.9721,-494590.7283,Dec,1,
Ixodes pacificus,-117.27688,33.53405,-83.74283,253025.2887,-494203.9537,Dec,0,
Ixodes pacificus,-117.27688,33.53405,-83.74283,253025.2887,-494203.9537,Dec,1,
Ixodes pacificus,-117.27688,33.53405,-83.74283,253025.2887,-494203.9537,Dec,1,
Ixodes pacificus,-117.27688,33.53405,-83.74283,253025.2887,-494203.9537,Dec,1,
Ixodes pacificus,-117.27688,33.53405,-83.74283,253025.2887,-494203.9537,Dec,1,
Ixodes pacificus,-117.27688,33.53405,-83.74283,253025.2887,-494203.9537,Dec,1,
Ixodes pacificus,-117.27688,33.53405,-83.74283,253025.2887,-494203.9537,Dec,1,
Ixodes pacificus,-117.27688,33.53405,-83.74283,253025.2887,-494203.9537,Dec,1,
Ixodes pacificus,-117.27688,33.53405,-83.74283,253025.2887,-494203.9537,Dec,1,
Ixodes pacificus,-117.27688,33.53405,-83.74283,253025.2887,-494203.9537,Dec,1,
Ixodes pacificus,-117.667679,33.9258,-83.741879,215652.8171,-451744.9027,Dec,0,
Ixodes pacificus,-117.26666,33.54972,-83.71694,253924.5603,-492440.1265,Dec,0,
Ixodes pacificus,-122.99986,39.30372,-83.69614,-258452.1866,147182.9952,Dec,0,
Ixodes pacificus,-122.588222,38.923417,-83.664805,-224150.6925,103886.7106,Dec,0,
Ixodes pacificus,-117.794603,34.130632,-83.663971,203390.8316,-429310.7486,Dec,0,
Ixodes pacificus,-123.766,40.113,-83.653,-320857.1527,239383.6702,Dec,0,
Ixodes pacificus,-116.567,32.941,-83.626,321338.6113,-557741.1426,Dec,0,
Ixodes pacificus,-122.09555,38.50722,-83.58833,-182513.2636,56581.90986,Dec,0,
Ixodes pacificus,-123.6117,40.1763,-83.4354,-307449.7082,245898.1587,Dec,0,
Ixodes pacificus,-122.2428,38.8298,-83.413,-194487.7136,92721.96038,Dec,0,
Ixodes pacificus,-122.2428,38.8298,-83.413,-194487.7136,92721.96038,Dec,1,
Ixodes pacificus,-122.2428,38.8298,-83.413,-194487.7136,92721.96038,Dec,1,
Ixodes pacificus,-122.2428,38.8298,-83.413,-194487.7136,92721.96038,Dec,1,
Ixodes pacificus,-122.2428,38.8298,-83.413,-194487.7136,92721.96038,Dec,1,
Ixodes pacificus,-122.3249,38.9147,-83.4102,-201374.3943,102327.227,Dec,0,
Ixodes pacificus,-122.3436,38.958,-83.3856,-202874.8471,107178.3147,Dec,0,
Ixodes pacificus,-122.5806,39.2866,-83.294,-222392.215,144218.0461,Dec,0,
Ixodes pacificus,-122.5806,39.2866,-83.294,-222392.215,144218.0461,Dec,1,
Ixodes pacificus,-117.451,34.1972,-83.2538,234873.4877,-421133.6895,Dec,0,
Ixodes pacificus,-117.46526,34.22377,-83.24149,233481.0401,-418222.0931,Dec,0,
Ixodes pacificus,-116.77038,33.71075,-83.05963,299403.7239,-473146.5003,Dec,0,
Ixodes pacificus,-116.77038,33.71075,-83.05963,299403.7239,-473146.5003,Dec,1,
Ixodes pacificus,-116.69,33.649,-83.041,307091.3721,-479732.2649,Dec,0,
Ixodes pacificus,-117.041,34.078,-82.963,273053.3293,-433253.8053,Dec,0,
Ixodes pacificus,-120.463,37.664,-82.799,-40785.28595,-39072.29636,Dec,0,
Ixodes pacificus,-121.4812,38.77159,-82.70961,-128551.8975,84955.48856,Dec,0,
Ixodes pacificus,-121.311,38.6141,-82.6969,-114023.3396,67233.79576,Dec,0,
Ixodes pacificus,-120.89722,38.21666,-82.68056,-78454.16031,22636.57304,Dec,0,
Ixodes pacificus,-120.89722,38.21666,-82.68056,-78454.16031,22636.57304,Dec,1,
Ixodes pacificus,-120.1194,37.5688,-82.5506,-10530.37496,-49748.23465,Dec,0,
Ixodes pacificus,-121.1871,38.6493,-82.5378,-103198.7171,71004.24488,Dec,0,
Ixodes pacificus,-121.1871,38.6493,-82.5378,-103198.7171,71004.24488,Dec,1,
Ixodes pacificus,-121.1871,38.6493,-82.5378,-103198.7171,71004.24488,Dec,1,
Ixodes pacificus,-121.1871,38.6493,-82.5378,-103198.7171,71004.24488,Dec,1,
Ixodes pacificus,-121.1871,38.6493,-82.5378,-103198.7171,71004.24488,Dec,1,
Ixodes pacificus,-120.722896,38.2013,-82.521596,-63224.15924,20798.88709,Dec,0,
Ixodes pacificus,-120.4746,38.053,-82.4216,-41590.66961,4176.060703,Dec,0,
Ixodes pacificus,-118.764,36.351,-82.413,110782.2826,-184392.0235,Dec,0,
Ixodes pacificus,-119.0132,36.6313,-82.3819,88123.4782,-153504.5287,Dec,0,
Ixodes pacificus,-120.41027,38.04888,-82.36139,-35955.09921,3691.751219,Dec,0,
Ixodes pacificus,-121.1294,38.7705,-82.3589,-98022.36526,84413.97229,Dec,0,
Ixodes pacificus,-121.111,38.792,-82.319,-96397.45272,86784.72163,Dec,0,
Ixodes pacificus,-121.164,38.849,-82.315,-100918.1162,93175.0475,Dec,0,
Ixodes pacificus,-120.6829,38.4017,-82.2812,-59565.66791,43049.58671,Dec,0,
Ixodes pacificus,-121.04812,38.77159,-82.27653,-90966.8271,84454.10952,Dec,0,
Ixodes pacificus,-121.0433,38.7712,-82.2721,-90548.98581,84406.14839,Dec,0,
Ixodes pacificus,-121.091,38.819,-82.272,-94627.6481,89765.47158,Dec,0,
Ixodes pacificus,-121.04297,38.77411,-82.26886,-90516.78742,84729.26874,Dec,0,
Ixodes pacificus,-121.04297,38.77411,-82.26886,-90516.78742,84729.26874,Dec,1,
Ixodes pacificus,-121.0354,38.7737,-82.2617,-89860.32157,84676.49761,Dec,0,
Ixodes pacificus,-121.0654,38.8818,-82.1836,-92328.86809,96720.0235,Dec,0,
Ixodes pacificus,-121.4855,39.3134,-82.1721,-127981.5792,145172.1785,Dec,0,
Ixodes pacificus,-121.06,38.915,-82.145,-91819.65503,100404.6846,Dec,0,
Ixodes pacificus,-121.038,38.918,-82.12,-89910.3671,100717.0232,Dec,0,
Ixodes pacificus,-121.074,38.991,-82.083,-92936.64305,108864.9394,Dec,0,
Ixodes pacificus,-120.9943,38.9413,-82.053,-86098.05867,103266.0489,Dec,0,
Ixodes pacificus,-121.0831,39.0421,-82.041,-93659.1894,114552.9966,Dec,0,
Ixodes pacificus,-121.0831,39.0421,-82.041,-93659.1894,114552.9966,Dec,1,
Ixodes pacificus,-120.277443,38.261202,-82.016241,-24245.05969,27252.3139,Dec,0,
Ixodes pacificus,-120.27744,38.2612,-82.01624,-24244.79816,27252.0908,Dec,0,
Ixodes pacificus,-120.952,38.961,-81.991,-82413.32483,105417.9329,Dec,0,
Ixodes pacificus,-120.95694,38.97861,-81.97833,-82821.20994,107379.4206,Dec,0,
Ixodes pacificus,-120.95694,38.97861,-81.97833,-82821.20994,107379.4206,Dec,1,
Ixodes pacificus,-120.95694,38.97861,-81.97833,-82821.20994,107379.4206,Dec,1,
Ixodes pacificus,-121.24247,39.283427,-81.959043,-107088.3864,141540.2879,Dec,0,
Ixodes pacificus,-121.24247,39.283427,-81.959043,-107088.3864,141540.2879,Dec,1,
Ixodes pacificus,-120.839,38.907,-81.932,-72684.32298,99323.81001,Dec,0,
Ixodes pacificus,-122.631556,40.719185,-81.912371,-222365.9182,303414.2768,Dec,0,
Ixodes pacificus,-120.5532,38.7019,-81.8513,-48057.86088,76345.16099,Dec,0,
Ixodes pacificus,-121.052281,39.20556,-81.846721,-90792.61933,132688.7561,Dec,0,
Ixodes pacificus,-120.94722,39.10555,-81.84167,-81839.02697,121478.7817,Dec,0,
Ixodes pacificus,-120.94722,39.10555,-81.84167,-81839.02697,121478.7817,Dec,1,
Ixodes pacificus,-121.0893,39.2982,-81.7911,-93868.29774,143019.584,Dec,0,
Ixodes pacificus,-121.04484,39.32686,-81.71798,-90002.05713,146161.2772,Dec,0,
Ixodes pacificus,-121.04464,39.32798,-81.71666,-89983.45832,146285.5454,Dec,0,
Ixodes pacificus,-120.4668,38.779,-81.6878,-40509.77376,84874.6482,Dec,0,
Ixodes pacificus,-120.8532,39.1757,-81.6775,-73645.73635,129197.7328,Dec,0,
Ixodes pacificus,-121.34611,39.69055,-81.65556,-115378.3235,186897.6263,Dec,0,
Ixodes pacificus,-120.4217,38.7877,-81.634,-36591.52906,85823.32649,Dec,0,
Ixodes pacificus,-120.8118,39.2072,-81.6046,-70042.26892,132667.0301,Dec,0,
Ixodes pacificus,-121.76682,40.23336,-81.53346,-150311.3889,247779.6578,Dec,0,
Ixodes pacificus,-122.32111,40.80027,-81.52084,-195918.3945,311728.2992,Dec,0,
Ixodes pacificus,-120.84194,39.35777,-81.48417,-72494.13362,149422.2327,Dec,0,
Ixodes pacificus,-120.811,39.3571,-81.4539,-69830.74759,149324.556,Dec,0,
Ixodes pacificus,-122.251,40.8683,-81.3827,-189822.4137,319135.5046,Dec,0,
Ixodes pacificus,-122.249,40.8741,-81.3749,-189638.517,319775.157,Dec,0,
Ixodes pacificus,-122.23777,40.87472,-81.36305,-188690.1356,319821.5549,Dec,0,
Ixodes pacificus,-122.24899,40.9376,-81.31139,-189470.486,326821.8061,Dec,0,
Ixodes pacificus,-122.24739,40.94267,-81.30472,-189322.3766,327381.2144,Dec,0,
Ixodes pacificus,-122.359835,41.06287,-81.296965,-198460.9677,340948.4106,Dec,0,
Ixodes pacificus,-120.9,39.96972,-80.93028,-76847.80481,217458.9063,Dec,0,
Ixodes pacificus,-116.58359,34.05878,-116.58359+34.05878,315322.218,-433965.3668,Feb,0,
Ixodes pacificus,-116.62166,33.61638,-116.62166+33.61638,313557.9112,-483123.0772,Feb,0,
Ixodes pacificus,-117.02467,35.04632,-117.02467+35.04632,271187.6243,-325789.9198,Feb,0,
Ixodes pacificus,-117.06304,34.076071,-117.06304+34.076071,271026.7913,-433530.9298,Feb,0,
Ixodes pacificus,-117.18116,34.185093,-117.18116+34.185093,259770.2912,-421772.4522,Feb,0,
Ixodes pacificus,-117.269282,33.544223,-117.269282+33.544223,253698.598,-493056.3104,Feb,0,
Ixodes pacificus,-117.2723,33.5498,-117.2723+33.5498,253400.5019,-492446.351,Feb,0,
Ixodes pacificus,-117.2723,33.5498,-117.2723+33.5498,253400.5019,-492446.351,Feb,1,
Ixodes pacificus,-117.2744,33.5305,-117.2744+33.5305,253266.9721,-494590.7283,Feb,0,
Ixodes pacificus,-117.2744,33.5305,-117.2744+33.5305,253266.9721,-494590.7283,Feb,1,
Ixodes pacificus,-117.2744,33.5305,-117.2744+33.5305,253266.9721,-494590.7283,Feb,1,
Ixodes pacificus,-117.2744,33.5305,-117.2744+33.5305,253266.9721,-494590.7283,Feb,1,
Ixodes pacificus,-117.2744,33.5305,-117.2744+33.5305,253266.9721,-494590.7283,Feb,1,
Ixodes pacificus,-117.27688,33.53405,-117.27688+33.53405,253025.2887,-494203.9537,Feb,0,
Ixodes pacificus,-117.27688,33.53405,-117.27688+33.53405,253025.2887,-494203.9537,Feb,1,
Ixodes pacificus,-117.27688,33.53405,-117.27688+33.53405,253025.2887,-494203.9537,Feb,1,
Ixodes pacificus,-117.27688,33.53405,-117.27688+33.53405,253025.2887,-494203.9537,Feb,1,
Ixodes pacificus,-117.27688,33.53405,-117.27688+33.53405,253025.2887,-494203.9537,Feb,1,
Ixodes pacificus,-117.27688,33.53405,-117.27688+33.53405,253025.2887,-494203.9537,Feb,1,
Ixodes pacificus,-117.27688,33.53405,-117.27688+33.53405,253025.2887,-494203.9537,Feb,1,
Ixodes pacificus,-117.27688,33.53405,-117.27688+33.53405,253025.2887,-494203.9537,Feb,1,
Ixodes pacificus,-117.27688,33.53405,-117.27688+33.53405,253025.2887,-494203.9537,Feb,1,
Ixodes pacificus,-117.283759,33.509893,-117.283759+33.509893,252463.003,-496899.2412,Feb,0,
Ixodes pacificus,-117.283759,33.509893,-117.283759+33.509893,252463.003,-496899.2412,Feb,1,
Ixodes pacificus,-117.3245,33.437,-117.3245+33.437,248905.3321,-505084.1476,Feb,0,
Ixodes pacificus,-117.331906,34.197037,-117.331906+34.197037,245844.8346,-420849.8398,Feb,0,
Ixodes pacificus,-117.451,34.1972,-117.451+34.1972,234873.4877,-421133.6895,Feb,0,
Ixodes pacificus,-117.4532,33.6522,-117.4532+33.6522,236294.4025,-481564.7326,Feb,0,
Ixodes pacificus,-117.46526,34.22377,-117.46526+34.22377,233481.0401,-418222.0931,Feb,0,
Ixodes pacificus,-117.46526,34.22377,-117.46526+34.22377,233481.0401,-418222.0931,Feb,1,
Ixodes pacificus,-117.46526,34.22377,-117.46526+34.22377,233481.0401,-418222.0931,Feb,1,
Ixodes pacificus,-117.46526,34.22377,-117.46526+34.22377,233481.0401,-418222.0931,Feb,1,
Ixodes pacificus,-117.4858,33.3349,-117.4858+33.3349,234203.1536,-516807.7766,Feb,0,
Ixodes pacificus,-117.5,33.8364,-117.5+33.8364,231414.7447,-461261.4781,Feb,0,
Ixodes pacificus,-117.5527,33.5656,-117.5527+33.5656,227312.6579,-491406.1953,Feb,0,
Ixodes pacificus,-117.5527,33.5656,-117.5527+33.5656,227312.6579,-491406.1953,Feb,1,
Ixodes pacificus,-117.573943,33.751762,-117.573943+33.751762,224811.8496,-470822.2722,Feb,0,
Ixodes pacificus,-117.739,33.539,-117.739+33.539,210082.3731,-494784.0229,Feb,0,
Ixodes pacificus,-117.817174,33.562948,-117.817174+33.562948,202759.0068,-492299.9785,Feb,0,
Ixodes pacificus,-117.817174,33.562948,-117.817174+33.562948,202759.0068,-492299.9785,Feb,1,
Ixodes pacificus,-117.817174,33.562948,-117.817174+33.562948,202759.0068,-492299.9785,Feb,1,
Ixodes pacificus,-117.817174,33.562948,-117.817174+33.562948,202759.0068,-492299.9785,Feb,1,
Ixodes pacificus,-117.8196,33.5645,-117.8196+33.5645,202529.744,-492133.1455,Feb,0,
Ixodes pacificus,-117.8196,33.5645,-117.8196+33.5645,202529.744,-492133.1455,Feb,1,
Ixodes pacificus,-117.8196,33.5645,-117.8196+33.5645,202529.744,-492133.1455,Feb,1,
Ixodes pacificus,-118.14444,34.26583,-118.14444+34.26583,170838.5564,-415004.904,Feb,0,
Ixodes pacificus,-118.21479,33.9341,-118.21479+33.9341,165055.2611,-451923.0066,Feb,0,
Ixodes pacificus,-118.339,33.329,-118.339+33.329,154747.8023,-519211.672,Feb,0,
Ixodes pacificus,-118.339,33.329,-118.339+33.329,154747.8023,-519211.672,Feb,1,
Ixodes pacificus,-118.339,33.329,-118.339+33.329,154747.8023,-519211.672,Feb,1,
Ixodes pacificus,-118.339,33.329,-118.339+33.329,154747.8023,-519211.672,Feb,1,
Ixodes pacificus,-118.36666,33.38333,-118.36666+33.38333,152067.3853,-513235.5538,Feb,0,
Ixodes pacificus,-118.714,34.102,-118.714+34.102,118650.8609,-434048.0717,Feb,0,
Ixodes pacificus,-118.87,34.039,-118.87+34.039,104341.9177,-441219.6153,Feb,0,
Ixodes pacificus,-118.879,34.059,-118.879+34.059,103484.6924,-439011.0686,Feb,0,
Ixodes pacificus,-118.896422,34.871104,-118.896422+34.871104,100827.4504,-348912.3506,Feb,0,
Ixodes pacificus,-119.01416,34.07166,-119.01416+34.07166,90993.46454,-437745.4009,Feb,0,
Ixodes pacificus,-119.22666,34.29361,-119.22666+34.29361,71179.50981,-413304.1041,Feb,0,
Ixodes pacificus,-119.22666,34.29361,-119.22666+34.29361,71179.50981,-413304.1041,Feb,1,
Ixodes pacificus,-119.22666,34.29361,-119.22666+34.29361,71179.50981,-413304.1041,Feb,1,
Ixodes pacificus,-119.39137,37.32338,-119.39137+37.32338,53859.24742,-76863.78235,Feb,0,
Ixodes pacificus,-119.40388,37.32676,-119.40388+37.32676,52749.88064,-76495.09664,Feb,0,
Ixodes pacificus,-119.54,37.29138,-119.54+37.29138,40724.24849,-80495.02993,Feb,0,
Ixodes pacificus,-119.54,37.29138,-119.54+37.29138,40724.24849,-80495.02993,Feb,1,
Ixodes pacificus,-119.56861,37.31444,-119.56861+37.31444,38179.80199,-77943.58286,Feb,0,
Ixodes pacificus,-119.5728,37.3194,-119.5728+37.3194,37806.49874,-77393.90599,Feb,0,
Ixodes pacificus,-119.5728,37.3194,-119.5728+37.3194,37806.49874,-77393.90599,Feb,1,
Ixodes pacificus,-119.7139,37.7233,-119.7139+37.7233,25184.3085,-32541.7227,Feb,0,
Ixodes pacificus,-119.77916,34.41805,-119.77916+34.41805,20295.34735,-399762.3776,Feb,0,
Ixodes pacificus,-119.7881,37.9542,-119.7881+37.9542,18595.69611,-6890.52147,Feb,0,
Ixodes pacificus,-119.8418,37.6658,-119.8418+37.6658,13936.93777,-38960.15895,Feb,0,
Ixodes pacificus,-119.8418,37.6658,-119.8418+37.6658,13936.93777,-38960.15895,Feb,1,
