Month,background,longitude,latitude
August,background,42845.67306,42511.81072
August,background,-131800.5328,42210.74147
August,background,-13216.90188,42124.86333
August,background,-131415.0353,41196.39126
August,background,-50422.3657,41075.85451
August,background,-254689.2751,39437.58957
August,background,-28786.08155,38851.04197
August,background,-195620.937,37170.82772
August,background,-4729.82763,36316.32213
August,background,44103.32581,35641.90781
August,background,-130868.3114,33472.68535
August,background,21811.63935,33801.39833
August,background,-67755.43997,33588.3983
August,background,-203955.959,33386.47153
August,background,-151215.1059,31975.89139
August,background,-147440.4778,31224.31387
August,background,-20763.41647,30929.78051
August,background,-162109.8245,30254.13792
August,background,-182434.0512,27147.12774
August,background,-253527.4277,26061.54828
August,background,-204555.2418,25899.81615
August,background,-9608.367024,25201.70732
August,background,-149176.2573,24837.24705
August,background,-127002.3758,25201.87952
August,background,-45501.06224,24444.07994
August,background,70319.04041,23972.93469
August,background,34036.01613,24122.29434
August,background,-22054.94452,23948.38957
August,background,10138.24283,23527.0954
August,background,-149452.61,23590.10613
August,background,-242848.0858,23360.204
August,background,-50335.76443,21157.22245
August,background,365.7532727,21298.52016
August,background,-91394.20043,20395.14748
August,background,-241996.7561,20323.09435
August,background,11072.63606,19979.93431
August,background,-43050.05952,18112.26501
August,background,62195.40214,16446.90916
August,background,-187559.4821,15977.01028
August,background,-100695.9673,11963.56633
August,background,32433.0884,11315.43267
August,background,62322.31086,11012.28352
August,background,-193881.0241,10889.72224
August,background,-25780.53332,10325.2899
August,background,-190102.4991,8851.968693
August,background,-220206.306,8227.130499
August,background,-88933.65933,6503.934288
August,background,47173.50908,6435.697259
August,background,-104397.1967,6341.577502
August,background,91353.74611,5473.893373
August,background,56145.44779,4268.586713
August,background,8002.277764,4258.147982
August,background,-175537.583,3664.488652
August,background,19219.3725,3982.176319
August,background,-96594.35297,2309.676872
August,background,-195596.8506,2090.702659
August,background,79548.6965,1871.451747
August,background,112321.1685,1671.997228
August,background,-108761.7743,1644.290432
August,background,-10219.21405,653.531439
August,background,-103734.4924,273.123836
August,background,-154756.333,-1044.010342
August,background,-82540.62182,-1700.013578
August,background,-58863.15571,-3332.877278
August,background,-45648.47768,-3677.553782
August,background,29425.93067,-3735.185923
August,background,-243009.4269,-4213.563063
August,background,71654.69131,-4259.730088
August,background,93109.22632,-4175.22944
August,background,29173.75086,-5015.796838
August,background,-8277.538237,-5753.791871
August,background,48817.67662,-5855.20502
August,background,-88530.45322,-5774.903939
August,background,-9507.628583,-5658.799368
August,background,-181133.7693,-5947.541932
August,background,-28811.63267,-6467.577878
August,background,41841.67076,-7133.091345
August,background,-24815.96833,-8809.21949
August,background,118277.6491,-9740.179102
August,background,-158619.7097,-10158.78918
August,background,-7578.829598,-10440.42873
August,background,-53168.29171,-10854.27066
August,background,-92554.17201,-11381.00786
August,background,59850.51945,-11645.67253
August,background,-191928.6479,-12897.20568
August,background,128208.4603,-13860.55759
August,background,-214226.3579,-14233.09394
August,background,47766.43951,-15702.42493
August,background,82659.10951,-16733.87298
August,background,139640.7648,-17159.69699
August,background,7045.966792,-18963.06616
August,background,13583.23673,-19083.31113
August,background,25607.60001,-21219.23635
August,background,6308.179257,-21979.02373
August,background,90187.36556,-22962.65758
August,background,46563.64756,-23061.46425
August,background,111861.4856,-23573.86586
August,background,-113799.3897,-23900.83605
August,background,-142220.2644,-24302.84073
August,background,-49926.57745,-25985.67287
August,background,24604.04488,-26385.87145
August,background,41075.42358,-26780.40302
August,background,-206.6262712,-26665.19856
August,background,25105.73159,-28716.62426
August,background,20194.29915,-29834.36124
August,background,-158672.2504,-30580.88582
August,background,-42935.63201,-30781.06326
August,background,-22184.1614,-32914.25504
August,background,-148829.6254,-33449.90834
August,background,-169941.6062,-34380.23314
August,background,-46459.84906,-37339.84377
August,background,-156637.7872,-37637.24069
August,background,63926.84381,-38720.00663
August,background,-82442.85725,-39489.20932
August,background,54168.46776,-41148.23597
August,background,-149210.8666,-41550.01305
August,background,127436.4657,-43484.45818
August,background,-147421.456,-48430.64195
August,background,68259.37671,-49546.07841
August,background,-60694.776,-49470.38175
August,background,144294.099,-49924.87205
August,background,126473.2169,-50881.71451
August,background,114875.7986,-51296.26122
August,background,8149.552624,-51936.94921
August,background,-173690.4076,-52260.73693
August,background,-27242.04084,-52633.09482
August,background,-179724.7372,-53087.65602
August,background,7676.480677,-55041.27439
August,background,-139151.0488,-55904.05427
August,background,-31394.5119,-56425.73483
August,background,119582.952,-57582.34847
August,background,-17156.47347,-58405.35661
August,background,-166744.1295,-59781.0728
August,background,124105.3996,-59796.06514
August,background,-208432.1516,-60135.35892
August,background,-42017.75798,-61072.17953
August,background,-173577.6697,-64043.98393
August,background,-144093.1778,-64893.67601
August,background,-76559.26155,-65905.73889
August,background,11410.93761,-65727.07328
August,background,-94084.28297,-65774.26393
August,background,-187800.078,-66951.00628
August,background,108205.1134,-69481.45937
August,background,-114457.4923,-69432.11258
August,background,-56244.39069,-69948.42142
August,background,99938.90285,-70611.46301
August,background,-118490.1266,-70871.31043
August,background,-166401.6249,-71205.01647
August,background,-121219.4966,-72091.02255
August,background,51908.58348,-75265.4323
August,background,70248.70033,-76810.24215
August,background,145046.0579,-77016.26467
August,background,198137.8892,-77323.3648
August,background,63911.29756,-77109.11309
August,background,-92319.54673,-78832.90028
August,background,-78226.85809,-81893.78622
August,background,-4419.458945,-83258.45008
August,background,199051.4394,-83369.26401
August,background,-55856.553,-84458.71006
August,background,131080.3485,-84264.03682
August,background,-49014.45611,-85416.48697
August,background,-42957.73302,-87370.54966
August,background,46590.1191,-87396.01936
August,background,-139555.1692,-88290.0131
August,background,121303.4352,-89793.19189
August,background,196756.8507,-90575.33997
August,background,27557.30828,-92719.70943
August,background,-185.4020071,-94018.75859
August,background,-205237.7013,-94102.29949
August,background,-149996.2839,-94686.69981
August,background,-42077.91336,-94832.10444
August,background,17584.52122,-95620.13387
August,background,71657.19511,-96064.1211
August,background,-149170.0866,-95859.19861
August,background,-100017.079,-97567.37684
August,background,161285.4987,-97762.61525
August,background,209225.548,-98128.01583
August,background,137274.2604,-98573.56552
August,background,-177749.7704,-98528.64349
August,background,222678.8804,-98485.84989
August,background,-22085.72804,-98749.36935
August,background,-28466.97033,-100113.7903
August,background,-82353.25304,-101177.4775
August,background,76002.44448,-101643.7503
August,background,207058.3916,-102151.4225
August,background,-94638.21113,-103499.8523
August,background,14954.31521,-103449.9196
August,background,118679.8756,-104636.9606
August,background,127667.9644,-105582.2639
August,background,-47055.60884,-106614.59
August,background,152409.6038,-106663.4861
August,background,21590.90736,-107045.8811
August,background,34837.74721,-106973.6285
August,background,50977.29083,-109628.3226
August,background,111933.9304,-110138.0295
August,background,-100148.4107,-112120.7981
August,background,-20381.4898,-112240.6416
August,background,79492.68344,-112750.9064
August,background,-26369.43452,-113616.8056
August,background,-75213.83468,-114285.2059
August,background,-108639.9914,-114512.1848
August,background,-138607.0508,-116292.4466
August,background,123337.3511,-117040.9787
August,background,-69682.05685,-118584.4461
August,background,221607.1194,-120764.1757
August,background,117801.1979,-121418.2065
August,background,254109.375,-121450.1536
August,background,145561.7119,-123648.8009
August,background,173908.4967,-126552.7601
August,background,-154369.4949,-129490.6481
August,background,-99365.67854,-129539.83
August,background,2058.185415,-129440.4417
August,background,-153976.3407,-131071.9262
August,background,-62205.13618,-134460.1232
August,background,150602.2387,-134956.9992
August,background,112662.2814,-135492.7165
August,background,238637.9311,-136174.9417
August,background,93022.76394,-136821.4902
August,background,-12064.11153,-137119.7995
August,background,172741.9796,-139063.5292
August,background,65181.05159,-143009.802
August,background,-106480.543,-143561.199
August,background,-12168.94646,-143798.4191
August,background,136327.8876,-145303.2735
August,background,182603.4215,-145445.4807
August,background,-98593.91224,-146491.7359
August,background,135024.5713,-147035.2562
August,background,-102336.1953,-147854.5291
August,background,-154656.1034,-148209.2695
August,background,-137601.3752,-148179.6528
August,background,-20796.81849,-149005.0095
August,background,166613.8473,-148794.1172
August,background,-7424.83774,-149044.8717
August,background,-54692.8672,-149336.5189
August,background,-31122.1854,-150792.8127
August,background,-40335.96664,-150748.6893
August,background,-123583.3816,-151172.8321
August,background,-33354.00493,-152515.5334
August,background,91202.4346,-155080.5966
August,background,-146003.3358,-155061.4656
August,background,-14805.22255,-155576.7612
August,background,-109685.1092,-156556.2983
August,background,133774.3253,-156646.4024
August,background,-9937.084115,-156725.6939
August,background,216710.0174,-156806.3495
August,background,-50957.92248,-157145.2438
August,background,111802.548,-156960.7696
August,background,-139923.6991,-158994.4587
August,background,178613.8216,-159557.0237
August,background,7614.415019,-159181.6241
August,background,201438.2859,-159749.8182
August,background,237503.474,-160489.8507
August,background,198977.6832,-161037.3367
August,background,-48606.51377,-161914.5646
August,background,-31662.60365,-162550.7116
August,background,161707.6191,-163679.6881
August,background,239468.4293,-164249.6863
August,background,153406.7953,-164172.8543
August,background,-129969.7923,-164515.8783
August,background,228044.7295,-164891.9431
August,background,-158628.4311,-166292.8124
August,background,58336.15477,-167090.7867
August,background,-150863.3654,-166820.3596
August,background,-87670.97021,-167274.9682
August,background,88931.77558,-167546.9287
August,background,-159862.9238,-167877.8476
August,background,-8031.928267,-168609.2763
August,background,-41419.9954,-168415.8519
August,background,139310.1972,-168386.7545
August,background,-103484.09,-169672.1244
August,background,195497.4662,-170215.84
August,background,189294.4548,-171950.3232
August,background,231161.2046,-171959.642
August,background,-38549.36931,-172036.6899
August,background,149339.752,-173065.1216
August,background,296261.8775,-174027.8634
August,background,-4603.863766,-174814.6457
August,background,-28209.80928,-175004.3824
August,background,-57826.44598,-176652.6787
August,background,235613.1108,-176893.7548
August,background,162445.0878,-177819.6796
August,background,40739.05196,-180900.9429
August,background,72365.51616,-181291.5031
August,background,-89974.35333,-182281.4859
August,background,-35158.12791,-183671.5706
August,background,190998.2619,-184627.6029
August,background,-140289.3583,-185437.5918
August,background,34941.39587,-185609.8946
August,background,274799.5447,-187395.4936
August,background,-154194.7614,-187224.9147
August,background,69853.99241,-187811.4118
August,background,58672.43867,-188162.5041
August,background,226838.9641,-188542.8966
August,background,-27282.20365,-188599.2701
August,background,211789.561,-191238.0687
August,background,-58407.7992,-191589.7901
August,background,298600.9746,-192457.8498
August,background,-103220.7088,-192603.4431
August,background,290183.4187,-193061.4209
August,background,338946.4531,-192775.8559
August,background,229517.7762,-193924.1295
August,background,290656.4533,-195416.0244
August,background,145659.1493,-195566.1136
August,background,324704.9664,-195837.6888
August,background,77881.03975,-197407.0198
August,background,-113257.6689,-197363.7162
August,background,330893.2402,-197892.0255
August,background,70081.6979,-198192.3326
August,background,180667.7059,-198213.8555
August,background,190773.8456,-200486.5618
August,background,-8480.245528,-202241.5571
August,background,-44436.45505,-202306.6692
August,background,-120213.0866,-202787.8876
August,background,-31428.90345,-203619.2464
August,background,23149.10312,-204576.2113
August,background,-33985.26715,-204641.8493
August,background,191363.8392,-208412.1933
August,background,-52404.90147,-208382.3516
August,background,-56731.24931,-208660.9382
August,background,327097.1562,-210400.6939
August,background,206048.6086,-210599.6173
August,background,-41825.03281,-211105.8289
August,background,355540.9458,-212339.2849
August,background,23841.34814,-211938.9145
August,background,23331.86833,-212580.123
August,background,78792.45916,-214267.1277
August,background,49683.14457,-214630.365
August,background,117228.6244,-214493.5355
August,background,-63754.87864,-214790.6563
August,background,65608.78861,-215441.2021
August,background,-107065.9848,-216390.7293
August,background,-54088.25169,-216391.6864
August,background,-80043.62194,-217329.4077
August,background,-110384.3621,-218554.0609
August,background,303114.2484,-220180.543
August,background,128762.4791,-221522.2379
August,background,31196.57746,-223714.4166
August,background,7213.881424,-223919.2138
August,background,-130198.3464,-224779.0724
August,background,-19922.34045,-225359.1221
August,background,-68965.5334,-226856.9058
August,background,327282.8523,-227055.4361
August,background,243881.6739,-228010.5297
August,background,282944.9035,-228415.0439
August,background,9856.353347,-228301.2845
August,background,52432.61466,-230702.5681
August,background,211320.4203,-230948.2499
August,background,5258.349311,-231219.5733
August,background,129061.7001,-231849.9538
August,background,96986.96599,-232540.0167
August,background,226895.8196,-232137.0882
August,background,223152.3328,-232826.95
August,background,93061.95845,-232768.4437
August,background,79203.54269,-233670.7224
August,background,-19481.81444,-234265.6598
August,background,345337.3142,-234143.9722
August,background,60920.20416,-235043.5768
August,background,206611.7279,-235475.2516
August,background,273274.5412,-237733.7341
August,background,30207.64922,-238762.2269
August,background,130198.3623,-238572.2383
August,background,187989.8553,-238466.5539
August,background,79330.92653,-239287.4505
August,background,-115328.199,-240131.9984
August,background,128329.6728,-240316.5354
August,background,189932.8399,-240606.1749
August,background,320068.1804,-242171.9308
August,background,77860.79641,-243219.2833
August,background,47389.36195,-243721.8871
August,background,-80623.79704,-246999.1009
August,background,338695.6023,-247041.0937
August,background,-1035.572892,-247922.4926
August,background,267569.3937,-247992.3911
August,background,100904.0909,-248582.0206
August,background,340234.627,-249237.943
August,background,281242.2923,-248923.4493
August,background,-91828.48697,-250260.4341
August,background,300000.6503,-250014.5559
August,background,230734.0247,-249992.0874
August,background,336769.773,-251191.96
August,background,-22936.92297,-250901.7498
August,background,315654.6509,-252134.9134
August,background,261508.9665,-252029.7597
August,background,233254.3895,-255240.2568
August,background,8096.807056,-255764.3224
August,background,4264.185615,-256605.501
August,background,-87426.94947,-256998.4167
August,background,86283.42206,-257150.2801
August,background,152519.9288,-258977.242
August,background,294445.8192,-259733.2392
August,background,410574.4666,-259794.6691
August,background,15731.01337,-259915.6022
August,background,267560.8425,-260597.8627
August,background,342760.0954,-261524.0016
August,background,90563.66882,-261896.4268
August,background,-44747.18708,-262758.6039
August,background,418052.988,-262700.7766
August,background,77508.33813,-262791.5324
August,background,287369.6725,-262879.1617
August,background,306137.7255,-263206.7162
August,background,375767.6481,-263525.065
August,background,-26488.85116,-265821.2765
August,background,252299.0633,-265990.976
August,background,21703.57262,-266597.3283
August,background,228331.2345,-267502.1382
August,background,72503.28853,-268002.9136
August,background,52818.49235,-267937.3864
August,background,131375.2681,-267673.0013
August,background,220563.1996,-268739.3164
August,background,30463.62999,-269121.9906
August,background,155403.4805,-269785.7587
August,background,235656.691,-269518.2429
August,background,-63176.29375,-269939.1903
August,background,236320.6123,-270580.2076
August,background,316185.5917,-271050.7707
August,background,118010.2065,-271012.0941
August,background,298233.4793,-271560.5755
August,background,417869.2472,-272015.5309
August,background,103057.8011,-272495.7069
August,background,-40583.76193,-273483.8102
August,background,-30580.95999,-273541.1132
August,background,-10443.51044,-273711.3552
August,background,-16430.45275,-274435.1845
August,background,409153.0131,-274447.8919
August,background,256714.8878,-274362.2109
August,background,129773.5729,-275403.6165
August,background,353631.0045,-277370.9868
August,background,436583.2434,-277963.8562
August,background,302481.7347,-279499.261
August,background,437353.2661,-281026.3972
August,background,354437.484,-281414.2946
August,background,298292.1112,-281201.7584
August,background,92396.16071,-281774.5613
August,background,173193.2184,-282911.0018
August,background,181194.5835,-282475.1104
August,background,216475.942,-283834.2774
August,background,262841.2868,-283553.5163
August,background,84741.54169,-284027.8969
August,background,23942.69714,-285305.4341
August,background,54239.05906,-284897.4453
August,background,306655.8194,-285810.4847
August,background,-13327.4328,-285565.4127
August,background,116031.881,-286029.358
August,background,175512.5895,-286712.7875
August,background,128688.4306,-287014.1282
August,background,354329.813,-287217.5669
August,background,175945.9808,-286819.1907
August,background,170325.4598,-288862.4069
August,background,-50286.89317,-289336.988
August,background,209343.9307,-290641.9711
August,background,214128.1094,-291291.5055
August,background,131664.4053,-291434.175
August,background,226107.5922,-292300.5918
August,background,453264.6659,-292846.58
August,background,239148.2854,-292695.9758
August,background,185155.7693,-292880.2407
August,background,398517.9551,-292624.024
August,background,378151.9578,-293203.3234
August,background,58509.91537,-293735.4319
August,background,143850.4454,-294315.6171
August,background,-68913.264,-294364.3196
August,background,200703.2454,-295155.4039
August,background,303053.1005,-295076.334
August,background,-59846.55078,-295555.3534
August,background,393419.1567,-296598.1761
August,background,-19924.01286,-296674.3787
August,background,-70503.80972,-298192.2277
August,background,-75575.3743,-298516.2782
August,background,364364.4798,-298439.6917
August,background,76649.14895,-298953.164
August,background,166668.4053,-298799.8442
August,background,161385.2519,-299495.8741
August,background,129454.78,-299295.1204
August,background,117632.1758,-299350.1218
August,background,-39762.42565,-299912.8816
August,background,-28420.68171,-300919.8268
August,background,125364.9679,-301890.4863
August,background,390255.6081,-304503.8281
August,background,130509.9607,-304484.8132
August,background,265752.3413,-305906.2519
August,background,474139.9651,-310780.2389
August,background,210462.4056,-310448.0115
August,background,324535.933,-311990.5616
August,background,-70932.46224,-312424.7605
August,background,55735.75221,-312779.0051
August,background,5307.127633,-312960.2064
August,background,342137.7612,-313504.8033
August,background,466656.7031,-314962.0883
August,background,-57508.32805,-315459.3047
August,background,18372.3574,-315902.4364
August,background,37325.56313,-316351.1332
August,background,253740.111,-317187.8472
August,background,307672.0946,-318552.1427
August,background,152870.3284,-318568.2843
August,background,91063.77185,-319675.9481
August,background,4511.790833,-319627.7901
August,background,403758.5957,-319536.7183
August,background,121212.2479,-320026.4354
August,background,308876.3038,-320943.8479
August,background,-27296.70656,-321656.4129
August,background,298686.3896,-322043.6009
August,background,465060.9147,-322655.6914
August,background,415429.7103,-322628.2786
August,background,424955.6628,-323480.4748
August,background,-40060.98056,-324138.6217
August,background,-12139.78526,-324025.6038
August,background,283193.014,-324598.867
August,background,328429.6377,-324449.1382
August,background,373865.8726,-324353.2369
August,background,70271.28799,-325165.3041
August,background,132557.3682,-325462.928
August,background,327042.2092,-327535.0538
August,background,44227.7964,-327180.0488
August,background,363508.7478,-327550.0299
August,background,253857.3154,-327351.9776
August,background,-51978.95117,-327462.2664
August,background,22825.50301,-329231.7454
August,background,330352.294,-329178.4714
August,background,201313.4519,-329255.9942
August,background,88283.53553,-329128.3282
August,background,-30912.84536,-329587.791
August,background,64024.18968,-329800.2396
August,background,228214.9322,-330206.8183
August,background,465009.6894,-329992.3066
August,background,453139.0186,-330717.0273
August,background,470918.1278,-331451.802
August,background,329346.6289,-332856.1272
August,background,163497.3901,-333370.6579
August,background,-15913.60154,-334259.8801
August,background,-24371.8661,-334082.2019
August,background,322570.7331,-334785.2314
August,background,160873.0979,-334832.443
August,background,-43581.68642,-336268.1591
August,background,245178.4973,-336795.907
August,background,-49251.59104,-337222.8563
August,background,146828.4273,-338079.7597
August,background,361821.2705,-339243.5211
August,background,132208.3471,-341210.6704
August,background,360680.2505,-342931.8886
August,background,113523.1704,-343007.8121
August,background,346814.8543,-343583.0596
August,background,8709.809639,-344334.8211
August,background,379207.2437,-344274.493
August,background,219112.3483,-344183.8581
August,background,246472.7633,-345174.2608
August,background,262739.9266,-345045.7393
August,background,-18311.88305,-345379.6122
August,background,274943.8033,-346899.9974
August,background,-14222.26438,-346831.052
August,background,351803.6897,-346999.2353
August,background,-31414.67632,-347676.7605
August,background,63319.78602,-349035.4259
August,background,278966.8711,-349625.8302
August,background,418198.5608,-349891.9357
August,background,361248.3596,-350081.3625
August,background,195096.32,-350767.7799
August,background,292735.371,-351817.5998
August,background,187811.0334,-352475.5718
August,background,42553.1398,-353053.1618
August,background,369179.5228,-354130.3588
August,background,198985.4954,-354004.201
August,background,241503.5492,-355592.5281
August,background,403366.5568,-356201.0753
August,background,39268.23051,-357155.3514
August,background,410247.6959,-357996.6682
August,background,402623.9558,-358573.8672
August,background,90892.51826,-358385.2372
August,background,328832.0778,-358641.2162
August,background,145091.9524,-359204.8827
August,background,326191.4275,-358823.3348
August,background,293202.7096,-359284.6584
August,background,-13507.80191,-360323.3512
August,background,194028.5897,-361686.5304
August,background,327396.2119,-362195.262
August,background,309013.9126,-363567.5006
August,background,68519.77852,-364672.0629
August,background,-28643.22532,-366058.8443
August,background,54302.05011,-366959.8572
August,background,367919.8288,-367094.7349
August,background,84725.99277,-367857.7901
August,background,58950.3422,-369014.2067
August,background,-36504.71269,-369791.7589
August,background,380883.1765,-370743.4243
August,background,280532.4706,-370723.6921
August,background,32034.04425,-370992.6736
August,background,196356.2218,-371088.4135
August,background,314075.0274,-373473.5625
August,background,382697.01,-376416.9984
August,background,257399.5365,-377211.829
August,background,486120.4901,-378199.9262
August,background,350654.6955,-377994.5623
August,background,18865.0548,-378123.2306
August,background,225108.9022,-378268.6572
August,background,115043.7002,-378397.4312
August,background,280838.4888,-378715.9802
August,background,149478.6237,-379056.2191
August,background,439800.9634,-379613.2047
August,background,99052.36869,-380602.8491
August,background,406653.5301,-380996.2428
August,background,318669.0759,-383242.876
August,background,156017.607,-383285.6658
August,background,361033.5669,-383326.7856
August,background,371919.0797,-385776.1732
August,background,459265.3062,-387096.3159
August,background,310552.2125,-386703.0696
August,background,403670.7464,-387343.1323
August,background,42983.89829,-388784.0214
August,background,226674.9737,-390386.989
August,background,143153.0651,-390813.7109
August,background,79195.60882,-391516.7687
August,background,69204.57027,-392151.8954
August,background,175996.6586,-392054.1306
August,background,147073.5984,-391991.024
August,background,316427.2078,-392457.6506
August,background,259670.3672,-392464.2747
August,background,22220.17653,-393276.6022
August,background,138693.7976,-393102.9227
August,background,-28977.52071,-394181.1058
August,background,439222.9146,-394002.0551
August,background,40136.31863,-394405.7528
August,background,261799.9746,-394539.0814
August,background,87850.88159,-394511.234
August,background,-8085.670872,-395029.8501
August,background,71776.11269,-395047.6775
August,background,533593.6588,-396193.1221
August,background,441516.3731,-396367.3206
August,background,213885.3374,-397155.7878
August,background,315869.5483,-396892.6017
August,background,255043.2353,-397290.1241
August,background,133596.1752,-398244.0325
August,background,415803.7659,-398439.5664
August,background,207062.9249,-399340.8187
August,background,530539.4972,-400342.7948
August,background,360914.7832,-400306.815
August,background,441454.8036,-400471.9453
August,background,85519.4927,-400573.9817
August,background,511825.2326,-401232.3191
August,background,338514.2847,-401346.8407
August,background,203138.0171,-402064.8167
August,background,70179.3715,-402776.5093
August,background,123598.5468,-402856.1909
August,background,276226.4372,-403074.6098
August,background,135887.3137,-403315.0974
August,background,87489.82895,-403513.0557
August,background,329765.5199,-403644.458
August,background,111488.9023,-403959.0294
August,background,400491.4139,-404410.2103
August,background,59004.23592,-405745.3867
August,background,146576.0625,-406209.254
August,background,450425.1014,-408376.4536
August,background,151061.9266,-409293.137
August,background,314051.1899,-409784.0887
August,background,373345.7839,-410276.0319
August,background,320438.3415,-410553.1761
August,background,449513.9076,-413357.7302
August,background,173201.55,-416115.7259
August,background,215323.5527,-417803.1466
August,background,81842.01886,-418303.4232
August,background,125999.0711,-418975.3302
August,background,175624.3457,-419188.9955
August,background,281953.9114,-421380.9986
August,background,406546.7963,-422404.8612
August,background,172265.6877,-425294.3775
August,background,407010.9464,-427841.746
August,background,454182.7141,-429097.4728
August,background,362084.6224,-429360.5584
August,background,133270.1202,-430467.0037
August,background,431813.1119,-430944.1036
August,background,87957.24816,-433970.5103
August,background,450955.3902,-434857.5004
August,background,159652.5972,-434645.2728
August,background,481273.8541,-435551.4401
August,background,365817.7922,-436445.1234
August,background,152868.1399,-437018.2575
August,background,281892.4175,-437406.2261
August,background,427962.1114,-439072.0107
August,background,285876.2226,-440937.0603
August,background,160293.7346,-442274.3662
August,background,428952.992,-443117.0756
August,background,342801.8188,-443758.8383
August,background,217538.517,-444452.5099
August,background,503835.8701,-445043.0766
August,background,494767.0373,-445590.4075
August,background,427235.6647,-446243.902
August,background,462763.3142,-446944.9555
August,background,284438.7284,-447082.1394
August,background,333550.9734,-447404.1724
August,background,18251.88057,-449728.7827
August,background,169335.1521,-451220.1427
August,background,159035.0719,-451831.2317
August,background,476174.199,-453086.1559
August,background,281607.8136,-454022.8263
August,background,206329.086,-455522.7929
August,background,357185.4389,-455579.2054
August,background,310183.4851,-457637.5917
August,background,211352.7366,-458370.6578
August,background,338551.6413,-458742.3358
August,background,483581.5601,-459740.0272
August,background,183485.6151,-459659.1609
August,background,206975.6709,-459984.4325
August,background,318892.3309,-460374.4069
August,background,148220.8787,-461988.2791
August,background,410848.8469,-463333.6048
August,background,406013.0695,-463380.3226
August,background,312610.3638,-466939.8548
August,background,229236.4649,-466799.3707
August,background,175879.8981,-466976.1222
August,background,392343.5491,-468184.6221
August,background,227369.2513,-468198.9267
August,background,242414.055,-468900.0457
August,background,501616.2612,-468904.4185
August,background,291769.242,-470148.5297
August,background,293778.3379,-471042.7224
August,background,373191.7148,-471279.898
August,background,366993.8386,-473019.6704
August,background,377121.654,-473629.4361
August,background,186368.4769,-474243.0896
August,background,394699.1751,-475062.417
August,background,356528.1662,-477890.9951
August,background,250529.6164,-477845.946
August,background,455035.4466,-479777.1135
August,background,210187.7589,-480529.705
August,background,402352.0743,-480923.1727
August,background,244537.3878,-482826.2379
August,background,444473.4601,-484493.4604
August,background,247201.4023,-486551.002
August,background,490303.8919,-487212.9929
August,background,325003.7082,-487836.433
August,background,425895.0269,-487557.3428
August,background,335475.1705,-487444.8027
August,background,499864.6234,-487542.0807
August,background,445479.5265,-488794.3859
August,background,453154.3545,-489127.4294
August,background,249974.4984,-489161.843
August,background,446071.6839,-489883.9252
August,background,353755.5295,-492192.8762
August,background,470213.3028,-492339.9518
August,background,253847.1422,-493368
August,background,404753.6311,-496260.0571
August,background,214398.0618,-496609.4196
August,background,270208.1148,-497130.7627
August,background,231970.2314,-497295.4054
August,background,360289.2548,-499955.1339
August,background,430898.2043,-500912.2159
August,background,395889.6197,-503252.2661
August,background,135164.1292,-503833.7873
August,background,408809.5661,-504026.3111
August,background,247022.6232,-505905.4403
August,background,460757.5934,-505885.3866
August,background,476823.6615,-507716.7072
August,background,442641.2738,-508503.1328
August,background,400244.4642,-509350.1706
August,background,340764.212,-510240.9192
August,background,313313.4181,-511830.8603
August,background,384046.1025,-512504.5263
August,background,331409.5182,-512963.2128
August,background,277518.4918,-513172.6231
August,background,480534.4314,-513734.055
August,background,450198.4365,-513943.8678
August,background,274408.4252,-514557.4143
August,background,375214.0892,-518322.7265
August,background,319981.3662,-518909.4067
August,background,427939.0405,-522143.6078
August,background,433300.964,-522899.7894
August,background,243313.986,-527499.2201
August,background,293724.744,-528527.9808
August,background,296897.8696,-528980.0963
August,background,302390.1678,-531337.8957
August,background,330333.9735,-532533.4774
August,background,307197.4282,-532303.5285
August,background,412572.7199,-534444.5438
August,background,468012.3184,-535529.2132
August,background,370803.956,-535686.2652
August,background,280046.8668,-536070.1101
August,background,265210.5749,-536575.9187
August,background,446316.2979,-537190.2707
August,background,490434.0258,-538009.3429
August,background,389169.1763,-538341.709
August,background,477328.9141,-540237.4931
August,background,497866.2747,-544126.7843
August,background,379601.1738,-546411.6953
August,background,462107.9346,-548624.6636
August,background,481866.0591,-548426.5501
August,background,367246.8105,-550242.1254
August,background,514042.3077,-549911.9617
August,background,289502.2414,-550617.8081
August,background,466434.046,-552934.9657
August,background,401812.9234,-557528.3814
August,background,279986.2813,-562154.0112
August,background,393320.5839,-563620.8101
August,background,303728.6585,-565099.4399
August,background,140265.2569,-566440.4665
August,background,383523.2343,-567472.0473
August,background,333436.9471,-567895.5384
August,background,490143.5281,-567766.2834
August,background,452699.1588,-568318.7485
August,background,299722.9813,-573779.4097
August,background,272438.6641,-574566.6566
August,background,329149.7371,-575672.706
August,background,397019.0762,-577850.9091
August,background,343343.9931,-579906.7059
August,background,286585.2969,-580316.704
August,background,273652.5065,-581731.5907
August,background,292715.9427,-581861.4565
August,background,341181.6316,-582381.0057
August,background,351439.3178,-582890.7073
August,background,399904.2773,-585541.5712
August,background,331244.0146,-589022.3065
August,background,311189.4599,-594640.5685
August,background,282911.801,-599909.7023
March,background,-336574.882,448558.2167
March,background,-305567.9373,444974.9663
March,background,-249288.0659,443149.5926
March,background,-126440.6094,442776.2222
March,background,-80608.24818,441989.1301
March,background,-53071.07237,441230.9208
March,background,-128631.3725,440425.7401
March,background,-344398.9806,439508.7053
March,background,-235390.0446,439766.2741
March,background,-156269.1525,438501.703
