"","x","fveg","bird","mammal","reptile","aet","cwd","ppt","pptdjf","pptjja","tmn","tmx","tmxjja","tmndjf","longitude","latitude","Back"
"585",585,8,159,55,29,397.086700439453,975.776672363281,745.530029296875,146.007202148438,3.44689989089966,9.96329975128174,21.5032997131348,28.1900997161865,5.00239992141724,203460.30164269,-420686.219086002,1
"586",586,8,159,55,29,397.086700439453,975.776672363281,745.530029296875,146.007202148438,3.44689989089966,9.96329975128174,21.5032997131348,28.1900997161865,5.00239992141724,203460.30164269,-420686.219086002,1
"587",587,8,159,55,29,397.086700439453,975.776672363281,745.530029296875,146.007202148438,3.44689989089966,9.96329975128174,21.5032997131348,28.1900997161865,5.00239992141724,203460.30164269,-420686.219086002,1
"588",588,8,154,55,29,384.103302001953,959.190002441406,708.563293457031,138.951995849609,3.56970000267029,10.9232997894287,23.6667003631592,30.2444000244141,6.4608998298645,204951.550544056,-418801.332126392,1
"589",589,8,154,55,29,384.103302001953,959.190002441406,708.563293457031,138.951995849609,3.56970000267029,10.9232997894287,23.6667003631592,30.2444000244141,6.4608998298645,204951.550544056,-418801.332126392,1
"590",590,8,154,55,29,384.103302001953,959.190002441406,708.563293457031,138.951995849609,3.56970000267029,10.9232997894287,23.6667003631592,30.2444000244141,6.4608998298645,204951.550544056,-418801.332126392,1
"591",591,8,154,55,29,384.103302001953,959.190002441406,708.563293457031,138.951995849609,3.56970000267029,10.9232997894287,23.6667003631592,30.2444000244141,6.4608998298645,204951.550544056,-418801.332126392,1
"592",592,8,153,57,29,445.473297119141,1052.33666992188,678.786682128906,134.658096313477,2.72989988327026,11.1433000564575,23.7900009155273,30.7500991821289,6.57469987869263,212806.83636804,-426012.337522857,1
"593",593,8,153,57,29,445.473297119141,1052.33666992188,678.786682128906,134.658096313477,2.72989988327026,11.1433000564575,23.7900009155273,30.7500991821289,6.57469987869263,212806.83636804,-426012.337522857,1
"594",594,8,153,57,29,445.473297119141,1052.33666992188,678.786682128906,134.658096313477,2.72989988327026,11.1433000564575,23.7900009155273,30.7500991821289,6.57469987869263,212806.83636804,-426012.337522857,1
"595",595,8,153,57,29,445.473297119141,1052.33666992188,678.786682128906,134.658096313477,2.72989988327026,11.1433000564575,23.7900009155273,30.7500991821289,6.57469987869263,212806.83636804,-426012.337522857,1
"596",596,8,154,56,29,398.279998779297,1042.45324707031,742.190002441406,148.158996582031,2.90619993209839,9.91670036315918,22.6732997894287,29.9972991943359,4.99569988250732,215088.392082628,-425032.051971622,1
"597",597,8,154,56,29,398.279998779297,1042.45324707031,742.190002441406,148.158996582031,2.90619993209839,9.91670036315918,22.6732997894287,29.9972991943359,4.99569988250732,215088.392082628,-425032.051971622,1
"598",598,8,154,56,29,398.279998779297,1042.45324707031,742.190002441406,148.158996582031,2.90619993209839,9.91670036315918,22.6732997894287,29.9972991943359,4.99569988250732,215088.392082628,-425032.051971622,1
"599",599,8,154,56,29,398.279998779297,1042.45324707031,742.190002441406,148.158996582031,2.90619993209839,9.91670036315918,22.6732997894287,29.9972991943359,4.99569988250732,215088.392082628,-425032.051971622,1
"600",600,8,151,56,29,446.010009765625,1031.93334960938,638.246704101562,123.503898620605,4.21979999542236,11.4033002853394,24.2432994842529,30.4736995697021,7.00509977340698,182119.542858224,-424578.499688916,1
"601",601,8,151,56,29,446.010009765625,1031.93334960938,638.246704101562,123.503898620605,4.21979999542236,11.4033002853394,24.2432994842529,30.4736995697021,7.00509977340698,182119.542858224,-424578.499688916,1
"602",602,8,151,56,29,446.010009765625,1031.93334960938,638.246704101562,123.503898620605,4.21979999542236,11.4033002853394,24.2432994842529,30.4736995697021,7.00509977340698,182119.542858224,-424578.499688916,1
"603",603,8,151,56,29,446.010009765625,1031.93334960938,638.246704101562,123.503898620605,4.21979999542236,11.4033002853394,24.2432994842529,30.4736995697021,7.00509977340698,182119.542858224,-424578.499688916,1
"604",604,8,119,26,6,289.839996337891,994.159973144531,332.663299560547,67.7347030639648,0.624199986457825,12.6133003234863,20.8766994476318,23.8743991851807,9.72140026092529,154746.66155246,-519211.163210417,1
"605",605,8,119,26,6,289.839996337891,994.159973144531,332.663299560547,67.7347030639648,0.624199986457825,12.6133003234863,20.8766994476318,23.8743991851807,9.72140026092529,154746.66155246,-519211.163210417,1
"606",606,8,171,51,20,308.593292236328,1152.42004394531,436.190002441406,89.1071014404297,1.20420002937317,10.7867002487183,25.9733009338379,33.1236000061035,6.83290004730225,123013.463257093,-423502.36175149,1
"607",607,8,171,51,20,308.593292236328,1152.42004394531,436.190002441406,89.1071014404297,1.20420002937317,10.7867002487183,25.9733009338379,33.1236000061035,6.83290004730225,123013.463257093,-423502.36175149,1
"608",608,15,187,50,21,335.566711425781,1155.16003417969,488.283294677734,101.393096923828,1.42620003223419,13.0767002105713,24.1299991607666,29.4085998535156,10.3008003234863,103499.153875415,-439393.095876948,1
"609",609,5,172,51,18,351.343292236328,1072.18334960938,444.503295898438,91.1722030639648,1.30190002918243,11.3032999038696,25.8199996948242,32.5196990966797,7.36880016326904,135792.296556005,-428072.015889751,1
"610",610,8,119,26,6,289.839996337891,994.159973144531,332.663299560547,67.7347030639648,0.624199986457825,12.6133003234863,20.8766994476318,23.8743991851807,9.72140026092529,154746.66155246,-519211.163210417,1
"611",611,8,119,26,6,289.839996337891,994.159973144531,332.663299560547,67.7347030639648,0.624199986457825,12.6133003234863,20.8766994476318,23.8743991851807,9.72140026092529,154746.66155246,-519211.163210417,1
"612",612,8,119,26,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,155298.892919758,-520569.353789729,1
"613",613,8,119,26,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,152066.244677063,-513235.044111205,1
"614",614,15,152,57,28,387.673309326172,1089.48999023438,659.856689453125,127.302803039551,5.03539991378784,9.39999961853027,24.2166996002197,33.1358985900879,4.23960018157959,259302.154682306,-421664.055126677,1
"615",615,8,152,56,29,411.646697998047,1065.99670410156,631.233276367188,122.471603393555,3.85759997367859,11.3199996948242,24.2066993713379,30.4559001922607,6.98040008544922,184590.329506064,-424573.255943161,1
"616",616,8,119,26,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,155096.61451139,-516322.865891867,1
"617",617,8,119,26,6,291.956695556641,1062.19665527344,326.423309326172,66.8603973388672,0.591199994087219,12.6267004013062,20.7733001708984,23.4797992706299,9.46490001678467,154719.909966784,-518109.772633356,1
"618",618,8,119,26,6,299.523284912109,1064.76000976562,334.973297119141,68.1177978515625,0.686900019645691,12.6599998474121,20.8533000946045,24.0419006347656,9.76700019836426,154483.360207911,-518328.965935768,1
"619",619,15,154,56,29,395.179992675781,925.52001953125,745.216674804688,146.105392456055,3.04629993438721,10.0699996948242,21.0167007446289,29.3547992706299,4.31839990615845,170837.423818803,-415004.38398107,1
"620",620,8,173,50,20,358.079986572266,1079.18005371094,494.586700439453,101.117698669434,1.07389998435974,11.1632995605469,24.4932994842529,31.9575996398926,7.61590003967285,102448.288271099,-406766.055456335,1
"621",621,8,173,50,20,358.079986572266,1079.18005371094,494.586700439453,101.117698669434,1.07389998435974,11.1632995605469,24.4932994842529,31.9575996398926,7.61590003967285,102448.288271099,-406766.055456335,1
"622",622,8,179,50,21,322.453308105469,1121.90673828125,456.296691894531,94.2994003295898,1.1981999874115,11.8032999038696,25.0032997131348,31.7999000549316,8.33860015869141,110787.565473158,-430366.308411306,1
"623",623,7,141,53,29,220.666702270508,1134.45324707031,282.113311767578,53.8903007507324,1.91659998893738,7.60669994354248,23.7000007629395,32.7863006591797,1.90240001678467,167142.670318113,-395807.94322899,1
"624",624,3,142,53,28,218.346694946289,1114.5966796875,237.770004272461,44.8490982055664,1.76279997825623,8.06330013275146,23.0333003997803,32.1593017578125,1.80719995498657,171679.075979459,-391888.075819311,1
"625",625,15,184,49,21,360.486694335938,1082.08666992188,458.286712646484,95.2001037597656,1.30480003356934,11.7700004577637,24.8033008575439,30.0946998596191,8.11639976501465,118649.721643742,-434047.550806004,1
"626",626,11,187,50,21,390.473297119141,1054.03674316406,428.006713867188,88.3572006225586,0.630699992179871,12.8100004196167,24.9400005340576,31.2558994293213,9.70300006866455,101432.975045093,-429373.69901256,1
"627",627,2,186,50,21,350.523284912109,1109.75329589844,527.446716308594,108.821701049805,1.39779996871948,12.8267002105713,23.9367008209229,29.3118991851807,9.85770034790039,104945.306874723,-436033.283404793,1
"628",628,2,186,50,21,350.523284912109,1109.75329589844,527.446716308594,108.821701049805,1.39779996871948,12.8267002105713,23.9367008209229,29.3118991851807,9.85770034790039,104945.306874723,-436033.283404793,1
"629",629,15,163,53,19,362.756713867188,1117.93994140625,504.723297119141,100.843299865723,2.22029995918274,10.7266998291016,25.2332992553711,31.1802997589111,6.01980018615723,203318.061619651,-429466.810151517,1
"630",630,15,163,53,19,362.756713867188,1117.93994140625,504.723297119141,100.843299865723,2.22029995918274,10.7266998291016,25.2332992553711,31.1802997589111,6.01980018615723,203318.061619651,-429466.810151517,1
"631",631,5,158,50,17,288.516693115234,1140.30004882812,364.510009765625,75.2001037597656,1.06019997596741,13.5166997909546,23.5400009155273,26.8999996185303,9.3922004699707,156757.785829983,-439516.504627664,1
"632",632,5,176,50,19,348.549987792969,1079.70324707031,481.713287353516,101.124603271484,1.3264000415802,12.8566999435425,22.6732997894287,25.8687992095947,9.86779975891113,133874.652147692,-438831.392779804,1
"633",633,15,173,49,19,339.890014648438,1076.6533203125,406.690002441406,84.8917999267578,1.28120005130768,13.0333003997803,21.3400001525879,23.3682994842529,9.87909984588623,132976.311209682,-439865.751384224,1
"634",634,5,158,50,17,288.516693115234,1140.30004882812,364.510009765625,75.2001037597656,1.06019997596741,13.5166997909546,23.5400009155273,26.8999996185303,9.3922004699707,156757.785829983,-439516.504627664,1
"635",635,5,176,50,19,348.549987792969,1079.70324707031,481.713287353516,101.124603271484,1.3264000415802,12.8566999435425,22.6732997894287,25.8687992095947,9.86779975891113,133874.652147692,-438831.392779804,1
"636",636,15,173,49,19,339.890014648438,1076.6533203125,406.690002441406,84.8917999267578,1.28120005130768,13.0333003997803,21.3400001525879,23.3682994842529,9.87909984588623,132976.311209682,-439865.751384224,1
"637",637,5,158,50,17,288.516693115234,1140.30004882812,364.510009765625,75.2001037597656,1.06019997596741,13.5166997909546,23.5400009155273,26.8999996185303,9.3922004699707,156757.785829983,-439516.504627664,1
"638",638,5,169,58,26,351.016693115234,1151.76330566406,411.846710205078,83.8721008300781,1.6168999671936,11.4200000762939,26.2467002868652,33.2533988952637,6.58319997787476,233114.433665833,-434730.72051726,1
"639",639,5,169,58,26,351.016693115234,1151.76330566406,411.846710205078,83.8721008300781,1.6168999671936,11.4200000762939,26.2467002868652,33.2533988952637,6.58319997787476,233114.433665833,-434730.72051726,1
"640",640,8,164,53,19,362.756713867188,1117.93994140625,504.723297119141,100.843299865723,2.22029995918274,10.7266998291016,25.2332992553711,31.1802997589111,6.01980018615723,203389.70167394,-429310.232191576,1
"641",641,2,167,50,17,353.246704101562,1063.12329101562,412.25,82.8741989135742,1.69589996337891,13.0900001525879,22.426700592041,26.5400009155273,10.5740995407104,151059.550629702,-471594.877782412,1
"642",642,15,160,50,19,339.369995117188,1077.00671386719,450.826690673828,89.9518966674805,1.48269999027252,12.2566995620728,25.346700668335,30.1942005157471,8.05529975891113,158340.201055137,-430210.929798092,1
"643",643,15,160,50,19,339.369995117188,1077.00671386719,450.826690673828,89.9518966674805,1.48269999027252,12.2566995620728,25.346700668335,30.1942005157471,8.05529975891113,158340.201055137,-430210.929798092,1
"644",644,15,160,50,19,339.369995117188,1077.00671386719,450.826690673828,89.9518966674805,1.48269999027252,12.2566995620728,25.346700668335,30.1942005157471,8.05529975891113,158340.201055137,-430210.929798092,1
"645",645,8,157,51,25,326.516693115234,1028.27001953125,543.663330078125,111.745697021484,1.20990002155304,8.86330032348633,22.7399997711182,31.1662998199463,3.59570002555847,99447.8761578564,-392291.848003378,1
"646",646,15,173,52,18,423.876708984375,915.563293457031,693.400024414062,126.271102905273,3.48130011558533,8.02000045776367,23.7900009155273,34.8126983642578,1.81980001926422,24206.5323157842,-72319.0047230134,1
"647",647,15,164,52,18,421.880004882812,935.469970703125,720.396728515625,127.865798950195,3.94109988212585,8.14999961853027,23.2900009155273,33.4157981872559,2.01399993896484,49913.5083133922,-94071.0566568673,1
"648",648,7,136,63,17,715.679992675781,546.88330078125,962.156677246094,176.092300415039,5.94999980926514,7.41669988632202,21.2933006286621,31.1781005859375,1.50759994983673,38178.6738972311,-77943.0202491242,1
"649",649,15,137,63,17,513.88330078125,805.603271484375,996.669982910156,183.309997558594,6.36870002746582,7.95329999923706,20.596700668335,30.488899230957,2.02760004997253,40723.1205220751,-80494.467680424,1
"650",650,15,137,63,17,513.88330078125,805.603271484375,996.669982910156,183.309997558594,6.36870002746582,7.95329999923706,20.596700668335,30.488899230957,2.02760004997253,40723.1205220751,-80494.467680424,1
"651",651,9,137,63,17,NA,NA,965.833312988281,176.716293334961,6.0012001991272,7.42999982833862,21.3932991027832,31.2968997955322,1.53470003604889,37805.3706344628,-77393.3433139082,1
"652",652,9,137,63,17,NA,NA,965.833312988281,176.716293334961,6.0012001991272,7.42999982833862,21.3932991027832,31.2968997955322,1.53470003604889,37805.3706344628,-77393.3433139082,1
"653",653,15,134,62,16,542.283325195312,791.603271484375,906.293273925781,162.773193359375,5.07609987258911,7.86670017242432,21.7966995239258,31.6928005218506,1.68330001831055,33967.4995023047,-70025.1889081234,1
"654",654,15,135,62,16,456.303314208984,845.006713867188,940.196716308594,169.968597412109,5.47069978713989,7.49669981002808,21.096700668335,31.0139999389648,1.42569994926453,35896.3277186576,-73013.0111493394,1
"655",655,15,135,62,16,456.303314208984,845.006713867188,940.196716308594,169.968597412109,5.47069978713989,7.49669981002808,21.096700668335,31.0139999389648,1.42569994926453,35896.3277186576,-73013.0111493394,1
"656",656,15,135,62,17,484.519989013672,816.723327636719,936.926696777344,169.716796875,5.54290008544922,7.37330007553101,21.1033000946045,31.0130996704102,1.35230004787445,36337.067025036,-74092.7322137295,1
"657",657,15,135,62,17,484.519989013672,816.723327636719,936.926696777344,169.716796875,5.54290008544922,7.37330007553101,21.1033000946045,31.0130996704102,1.35230004787445,36337.067025036,-74092.7322137295,1
"658",658,5,197,53,15,428.746704101562,745.179992675781,1250.12329101562,239.365203857422,4.36359977722168,8.63329982757568,20.8533000946045,27.0638008117676,5.53189992904663,-231535.33836165,-5167.37605542829,1
"659",659,5,204,52,15,NA,NA,643.190002441406,121.633102416992,2.13919997215271,10.0432996749878,17.2000007629395,18.8568992614746,7.30719995498657,-222182.622139371,-18682.7179273488,1
"660",660,5,204,52,15,NA,NA,643.190002441406,121.633102416992,2.13919997215271,10.0432996749878,17.2000007629395,18.8568992614746,7.30719995498657,-222182.622139371,-18682.7179273488,1
"661",661,5,207,53,15,357.309997558594,804.966674804688,663.486694335938,124.763198852539,2.2846999168396,10.1167001724243,18.0832996368408,20.3376998901367,7.21120023727417,-217795.15989623,-17259.4919187655,1
"662",662,5,207,53,15,357.309997558594,804.966674804688,663.486694335938,124.763198852539,2.2846999168396,10.1167001724243,18.0832996368408,20.3376998901367,7.21120023727417,-217795.15989623,-17259.4919187655,1
"663",663,5,207,53,15,357.309997558594,804.966674804688,663.486694335938,124.763198852539,2.2846999168396,10.1167001724243,18.0832996368408,20.3376998901367,7.21120023727417,-217795.15989623,-17259.4919187655,1
"664",664,5,207,53,15,357.309997558594,804.966674804688,663.486694335938,124.763198852539,2.2846999168396,10.1167001724243,18.0832996368408,20.3376998901367,7.21120023727417,-217795.15989623,-17259.4919187655,1
"665",665,5,204,52,15,NA,NA,643.190002441406,121.633102416992,2.13919997215271,10.0432996749878,17.2000007629395,18.8568992614746,7.30719995498657,-222182.622139371,-18682.7179273488,1
"666",666,5,207,53,15,357.309997558594,804.966674804688,663.486694335938,124.763198852539,2.2846999168396,10.1167001724243,18.0832996368408,20.3376998901367,7.21120023727417,-217795.15989623,-17259.4919187655,1
"667",667,2,195,53,15,449.506713867188,720.683288574219,869.8466796875,174.132095336914,3.26259994506836,8.47999954223633,19.5167007446289,23.1128005981445,5.45329999923706,-245214.739929411,6307.24034417979,1
"668",668,2,199,54,15,457.576690673828,722.853271484375,878.906677246094,177.437698364258,3.41210007667542,9.40999984741211,18.6599998474121,21.7777996063232,6.63670015335083,-238058.284707139,-4064.63000582531,1
"669",669,8,203,52,15,408.936706542969,752.773315429688,902.583312988281,171.392196655273,3.36069989204407,9.26000022888184,17.7966995239258,20.2029991149902,6.53200006484985,-222334.043762546,-16350.01459513,1
"670",670,2,199,54,15,457.576690673828,722.853271484375,878.906677246094,177.437698364258,3.41210007667542,9.40999984741211,18.6599998474121,21.7777996063232,6.63670015335083,-238058.284707139,-4064.63000582531,1
"671",671,5,204,52,15,NA,NA,643.190002441406,121.633102416992,2.13919997215271,10.0432996749878,17.2000007629395,18.8568992614746,7.30719995498657,-222182.622139371,-18682.7179273488,1
"672",672,8,204,52,15,407.079986572266,749.409973144531,700.809997558594,132.790405273438,2.48659992218018,9.88329982757568,17.2299995422363,18.7653007507324,7.23530006408691,-223296.349475241,-17386.2967213318,1
"673",673,8,203,52,15,408.936706542969,752.773315429688,902.583312988281,171.392196655273,3.36069989204407,9.26000022888184,17.7966995239258,20.2029991149902,6.53200006484985,-222334.043762546,-16350.01459513,1
"674",674,5,204,52,15,NA,NA,643.190002441406,121.633102416992,2.13919997215271,10.0432996749878,17.2000007629395,18.8568992614746,7.30719995498657,-222182.622139371,-18682.7179273488,1
"675",675,5,207,53,15,357.309997558594,804.966674804688,663.486694335938,124.763198852539,2.2846999168396,10.1167001724243,18.0832996368408,20.3376998901367,7.21120023727417,-217795.15989623,-17259.4919187655,1
"676",676,15,202,50,15,366.746704101562,808.746704101562,815.296691894531,163.618194580078,1.77180004119873,9.10999965667725,20.5466995239258,25.8099002838135,5.70989990234375,-218750.131521023,1685.10602664994,1
"677",677,15,202,50,15,366.746704101562,808.746704101562,815.296691894531,163.618194580078,1.77180004119873,9.10999965667725,20.5466995239258,25.8099002838135,5.70989990234375,-218750.131521023,1685.10602664994,1
"678",678,15,202,50,15,366.746704101562,808.746704101562,815.296691894531,163.618194580078,1.77180004119873,9.10999965667725,20.5466995239258,25.8099002838135,5.70989990234375,-218750.131521023,1685.10602664994,1
"679",679,15,202,50,15,366.746704101562,808.746704101562,815.296691894531,163.618194580078,1.77180004119873,9.10999965667725,20.5466995239258,25.8099002838135,5.70989990234375,-218750.131521023,1685.10602664994,1
"680",680,15,202,50,15,366.746704101562,808.746704101562,815.296691894531,163.618194580078,1.77180004119873,9.10999965667725,20.5466995239258,25.8099002838135,5.70989990234375,-218939.60110417,1708.77759889979,1
"681",681,15,202,50,15,366.746704101562,808.746704101562,815.296691894531,163.618194580078,1.77180004119873,9.10999965667725,20.5466995239258,25.8099002838135,5.70989990234375,-218939.60110417,1708.77759889979,1
"682",682,15,202,50,15,366.746704101562,808.746704101562,815.296691894531,163.618194580078,1.77180004119873,9.10999965667725,20.5466995239258,25.8099002838135,5.70989990234375,-218939.60110417,1708.77759889979,1
"683",683,15,202,50,15,366.746704101562,808.746704101562,815.296691894531,163.618194580078,1.77180004119873,9.10999965667725,20.5466995239258,25.8099002838135,5.70989990234375,-218939.60110417,1708.77759889979,1
"684",684,15,202,50,15,366.746704101562,808.746704101562,815.296691894531,163.618194580078,1.77180004119873,9.10999965667725,20.5466995239258,25.8099002838135,5.70989990234375,-218939.60110417,1708.77759889979,1
"685",685,15,204,50,15,390.38330078125,816.830017089844,903.593322753906,180.014007568359,2.02509999275208,9.43000030517578,21.1632995605469,26.9230003356934,6.37939977645874,-217463.320581848,1136.23604159942,1
"686",686,15,198,42,14,365.443298339844,813.703308105469,798.286682128906,160.253997802734,1.72720003128052,9.05669975280762,20.4867000579834,25.6991004943848,5.64300012588501,-218930.23313721,2064.3874508366,1
"687",687,15,198,42,14,365.443298339844,813.703308105469,798.286682128906,160.253997802734,1.72720003128052,9.05669975280762,20.4867000579834,25.6991004943848,5.64300012588501,-218930.23313721,2064.3874508366,1
"688",688,15,198,42,14,365.443298339844,813.703308105469,798.286682128906,160.253997802734,1.72720003128052,9.05669975280762,20.4867000579834,25.6991004943848,5.64300012588501,-218930.23313721,2064.3874508366,1
"689",689,15,198,42,14,365.443298339844,813.703308105469,798.286682128906,160.253997802734,1.72720003128052,9.05669975280762,20.4867000579834,25.6991004943848,5.64300012588501,-218930.23313721,2064.3874508366,1
"690",690,15,198,42,14,365.443298339844,813.703308105469,798.286682128906,160.253997802734,1.72720003128052,9.05669975280762,20.4867000579834,25.6991004943848,5.64300012588501,-218930.23313721,2064.3874508366,1
"691",691,15,198,42,14,365.443298339844,813.703308105469,798.286682128906,160.253997802734,1.72720003128052,9.05669975280762,20.4867000579834,25.6991004943848,5.64300012588501,-218930.23313721,2064.3874508366,1
"692",692,15,198,42,14,365.443298339844,813.703308105469,798.286682128906,160.253997802734,1.72720003128052,9.05669975280762,20.4867000579834,25.6991004943848,5.64300012588501,-218930.23313721,2064.3874508366,1
"693",693,15,198,42,14,365.443298339844,813.703308105469,798.286682128906,160.253997802734,1.72720003128052,9.05669975280762,20.4867000579834,25.6991004943848,5.64300012588501,-218930.23313721,2064.3874508366,1
"694",694,15,198,42,14,365.443298339844,813.703308105469,798.286682128906,160.253997802734,1.72720003128052,9.05669975280762,20.4867000579834,25.6991004943848,5.64300012588501,-218930.23313721,2064.3874508366,1
"695",695,15,198,42,14,365.443298339844,813.703308105469,798.286682128906,160.253997802734,1.72720003128052,9.05669975280762,20.4867000579834,25.6991004943848,5.64300012588501,-218930.23313721,2064.3874508366,1
"696",696,15,198,42,14,365.443298339844,813.703308105469,798.286682128906,160.253997802734,1.72720003128052,9.05669975280762,20.4867000579834,25.6991004943848,5.64300012588501,-218930.23313721,2064.3874508366,1
"697",697,15,198,42,14,365.443298339844,813.703308105469,798.286682128906,160.253997802734,1.72720003128052,9.05669975280762,20.4867000579834,25.6991004943848,5.64300012588501,-218930.23313721,2064.3874508366,1
"698",698,15,198,42,14,365.443298339844,813.703308105469,798.286682128906,160.253997802734,1.72720003128052,9.05669975280762,20.4867000579834,25.6991004943848,5.64300012588501,-218930.23313721,2064.3874508366,1
"699",699,15,198,42,14,365.443298339844,813.703308105469,798.286682128906,160.253997802734,1.72720003128052,9.05669975280762,20.4867000579834,25.6991004943848,5.64300012588501,-218930.23313721,2064.3874508366,1
"700",700,15,198,42,14,365.443298339844,813.703308105469,798.286682128906,160.253997802734,1.72720003128052,9.05669975280762,20.4867000579834,25.6991004943848,5.64300012588501,-218930.23313721,2064.3874508366,1
"701",701,15,198,42,14,365.443298339844,813.703308105469,798.286682128906,160.253997802734,1.72720003128052,9.05669975280762,20.4867000579834,25.6991004943848,5.64300012588501,-218930.23313721,2064.3874508366,1
"702",702,15,198,42,14,365.443298339844,813.703308105469,798.286682128906,160.253997802734,1.72720003128052,9.05669975280762,20.4867000579834,25.6991004943848,5.64300012588501,-218930.23313721,2064.3874508366,1
"703",703,15,198,42,14,365.443298339844,813.703308105469,798.286682128906,160.253997802734,1.72720003128052,9.05669975280762,20.4867000579834,25.6991004943848,5.64300012588501,-218930.23313721,2064.3874508366,1
"704",704,5,198,54,15,415.916687011719,736.906677246094,707.263305664062,139.645599365234,2.41659998893738,9.52000045776367,17.4367008209229,19.1616992950439,6.89169979095459,-237061.289606904,-9284.92943365406,1
"705",705,5,198,54,15,NA,NA,684.526672363281,134.151992797852,2.4070999622345,9.55000019073486,17.2432994842529,18.6490993499756,6.85920000076294,-236178.386642109,-9128.98045756808,1
"706",706,15,198,42,14,365.443298339844,813.703308105469,798.286682128906,160.253997802734,1.72720003128052,9.05669975280762,20.4867000579834,25.6991004943848,5.64300012588501,-218930.23313721,2064.3874508366,1
"707",707,15,198,42,14,365.443298339844,813.703308105469,798.286682128906,160.253997802734,1.72720003128052,9.05669975280762,20.4867000579834,25.6991004943848,5.64300012588501,-218930.23313721,2064.3874508366,1
"708",708,15,198,42,14,365.443298339844,813.703308105469,798.286682128906,160.253997802734,1.72720003128052,9.05669975280762,20.4867000579834,25.6991004943848,5.64300012588501,-218930.23313721,2064.3874508366,1
"709",709,15,198,42,14,365.443298339844,813.703308105469,798.286682128906,160.253997802734,1.72720003128052,9.05669975280762,20.4867000579834,25.6991004943848,5.64300012588501,-218930.23313721,2064.3874508366,1
"710",710,15,198,42,14,365.443298339844,813.703308105469,798.286682128906,160.253997802734,1.72720003128052,9.05669975280762,20.4867000579834,25.6991004943848,5.64300012588501,-218930.23313721,2064.3874508366,1
"711",711,15,198,42,14,365.443298339844,813.703308105469,798.286682128906,160.253997802734,1.72720003128052,9.05669975280762,20.4867000579834,25.6991004943848,5.64300012588501,-218930.23313721,2064.3874508366,1
"712",712,15,198,42,14,365.443298339844,813.703308105469,798.286682128906,160.253997802734,1.72720003128052,9.05669975280762,20.4867000579834,25.6991004943848,5.64300012588501,-218930.23313721,2064.3874508366,1
"713",713,15,198,42,14,365.443298339844,813.703308105469,798.286682128906,160.253997802734,1.72720003128052,9.05669975280762,20.4867000579834,25.6991004943848,5.64300012588501,-218930.23313721,2064.3874508366,1
"714",714,15,198,42,14,365.443298339844,813.703308105469,798.286682128906,160.253997802734,1.72720003128052,9.05669975280762,20.4867000579834,25.6991004943848,5.64300012588501,-218930.23313721,2064.3874508366,1
"715",715,15,198,42,14,365.443298339844,813.703308105469,798.286682128906,160.253997802734,1.72720003128052,9.05669975280762,20.4867000579834,25.6991004943848,5.64300012588501,-218930.23313721,2064.3874508366,1
"716",716,15,198,42,14,365.443298339844,813.703308105469,798.286682128906,160.253997802734,1.72720003128052,9.05669975280762,20.4867000579834,25.6991004943848,5.64300012588501,-218930.23313721,2064.3874508366,1
"717",717,5,195,53,15,446.316711425781,722.25,853.376708984375,170.678802490234,3.20440006256104,8.46000003814697,19.5499992370605,22.9225997924805,5.40019989013672,-245173.493278888,6308.3583079949,1
"718",718,2,199,55,15,551.333312988281,571.559997558594,830.330017089844,166.669403076172,3.29130005836487,9.52330017089844,16.5233001708984,17.581600189209,7.06479978561401,-244789.457380509,-1514.03194292169,1
"719",719,2,199,55,15,551.333312988281,571.559997558594,830.330017089844,166.669403076172,3.29130005836487,9.52330017089844,16.5233001708984,17.581600189209,7.06479978561401,-244789.457380509,-1514.03194292169,1
"720",720,7,204,52,15,417.976715087891,705.516723632812,898.853271484375,170.407302856445,3.32459998130798,9.55329990386963,18.2000007629395,20.6840991973877,6.79400014877319,-222544.16985632,-14185.9938694122,1
"721",721,7,204,52,15,417.976715087891,705.516723632812,898.853271484375,170.407302856445,3.32459998130798,9.55329990386963,18.2000007629395,20.6840991973877,6.79400014877319,-222544.16985632,-14185.9938694122,1
"722",722,2,203,52,15,386.106689453125,731.343322753906,885.076721191406,167.804397583008,3.27320003509521,9.46329975128174,17.7166996002197,19.8027000427246,6.75629997253418,-222522.821685223,-14886.9436218087,1
"723",723,2,203,52,15,386.106689453125,731.343322753906,885.076721191406,167.804397583008,3.27320003509521,9.46329975128174,17.7166996002197,19.8027000427246,6.75629997253418,-222522.821685223,-14886.9436218087,1
"724",724,2,203,52,15,386.106689453125,731.343322753906,885.076721191406,167.804397583008,3.27320003509521,9.46329975128174,17.7166996002197,19.8027000427246,6.75629997253418,-222522.821685223,-14886.9436218087,1
"725",725,8,204,52,15,432.583312988281,719.710021972656,905.483276367188,171.233306884766,3.42219996452332,9.51669979095459,18.2066993713379,20.8138008117676,6.75930023193359,-223006.359723145,-13856.6892042235,1
"726",726,8,204,52,15,432.583312988281,719.710021972656,905.483276367188,171.233306884766,3.42219996452332,9.51669979095459,18.2066993713379,20.8138008117676,6.75930023193359,-223006.359723145,-13856.6892042235,1
